id_assegnazione,id_sinistro,id_perito,data_assegnazione,data_sopralluogo,compenso_perito
2338,2597,202,2026-08-23,2026-08-30,370.02
2339,2598,79,2025-04-06,2025-04-11,131.35
2340,2599,56,2023-10-10,2023-10-20,355.15
2341,2600,123,2025-04-04,2025-04-05,280.06
2342,2601,8,2024-04-09,2024-04-16,393.9
2343,2602,162,2026-03-12,2026-03-16,218.3
2344,2603,89,2024-01-02,2024-01-10,238.38
2345,2604,138,2024-10-22,2024-10-29,135.69
2346,2605,197,2025-03-08,2025-03-11,161.95
2347,2606,218,2026-08-14,2026-08-17,289.59
2348,2607,84,2026-06-30,2026-07-06,98.19
2349,2608,44,2024-05-03,2024-05-05,92.12
2350,2609,49,2024-03-11,2024-03-21,423.95
2351,2610,31,2025-12-29,2026-01-01,396.15
2352,2611,44,2024-04-14,2024-04-24,120.53
2353,2612,188,2025-04-13,2025-04-18,322.99
2354,2613,100,2025-02-08,2025-02-16,251.05
2355,2615,181,2024-02-14,2024-02-17,424.99
2356,2616,161,2025-06-03,2025-06-10,247.6
2357,2617,139,2026-08-20,2026-08-21,114.01
2358,2618,117,2025-07-10,2025-07-15,396.13
2359,2619,170,2026-07-10,2026-07-19,214.98
2360,2620,80,2024-05-09,2024-05-14,373.89
2361,2621,62,2025-01-24,2025-01-25,144.7
2362,2622,214,2025-12-11,2025-12-21,443.59
2363,2624,179,2026-05-02,2026-05-07,439.06
2364,2625,75,2025-03-15,2025-03-25,424.93
2365,2626,119,2025-08-27,2025-09-01,416.57
2366,2627,89,2023-02-25,2023-02-26,369.77
2367,2628,7,2025-03-28,2025-04-03,295.34
2368,2629,58,2024-02-20,2024-02-29,285.98
2369,2630,38,2026-05-10,2026-05-17,197.68
2370,2631,132,2024-03-13,2024-03-18,259.68
2371,2632,57,2026-04-19,2026-04-26,382.92
2372,2633,110,2024-09-14,2024-09-17,309.43
2373,2634,56,2024-12-13,2024-12-16,260.49
2374,2635,13,2025-01-01,2025-01-04,340.79
2375,2636,166,2025-10-03,2025-10-09,402.89
2376,2637,136,2023-10-19,2023-10-28,336.58
2377,2638,2,2026-06-27,2026-06-30,155.37
2378,2639,28,2026-05-19,2026-05-25,159.4
2379,2640,65,2026-06-03,2026-06-08,354.55
2380,2641,93,2026-07-13,2026-07-21,301.22
2381,2642,103,2024-12-30,2025-01-07,196.26
2382,2643,83,2023-06-05,2023-06-12,294.59
2383,2644,159,2026-07-28,2026-08-03,119.91
2384,2645,213,2026-08-18,2026-08-21,367.13
2385,2646,47,2023-11-01,2023-11-07,213.4
2386,2647,39,2023-07-02,2023-07-07,170.49
2387,2648,201,2024-05-25,2024-06-03,432.37
2388,2649,39,2024-12-31,2025-01-07,300.36
2389,2650,171,2026-06-17,2026-06-26,179.85
2390,2651,198,2025-04-04,2025-04-14,261.39
2391,2652,1,2024-08-07,2024-08-11,413.99
2392,2653,15,2026-08-18,2026-08-19,436.08
2393,2654,69,2025-11-20,2025-11-30,396.07
2394,2655,72,2025-01-05,2025-01-08,376.25
2395,2656,199,2023-07-29,2023-08-03,425.43
2396,2657,99,2024-01-19,2024-01-27,193.85
2397,2658,172,2023-11-15,2023-11-23,393.99
2398,2659,199,2026-01-11,2026-01-13,101.26
2399,2660,76,2024-06-22,2024-06-30,375.32
2400,2661,167,2023-07-06,2023-07-07,355.78
2401,2662,186,2026-04-11,2026-04-13,115.85
2402,2663,121,2025-11-19,2025-11-27,437.63
2403,2664,15,2025-11-16,2025-11-26,172.02
2404,2665,167,2023-07-03,2023-07-13,191.89
2405,2666,211,2024-11-03,2024-11-05,326.82
2406,2667,82,2024-01-10,2024-01-19,159.34
2407,2668,20,2024-12-19,2024-12-24,168.84
2408,2670,118,2025-10-10,2025-10-20,141.31
2409,2671,7,2025-01-12,2025-01-21,428.04
2410,2672,103,2025-06-08,2025-06-12,290.34
2411,2673,178,2024-07-19,2024-07-24,430.62
2412,2674,136,2025-02-09,2025-02-14,369.15
2413,2675,206,2024-01-09,2024-01-16,115.45
2414,2676,159,2026-05-11,2026-05-12,381.69
2415,2677,75,2024-03-14,2024-03-23,304.42
2416,2679,164,2024-07-02,2024-07-08,412.69
2417,2680,147,2025-07-28,2025-08-01,434.83
2418,2681,12,2025-10-15,2025-10-18,136.56
2419,2682,129,2024-05-04,2024-05-06,191.34
2420,2683,200,2025-05-31,2025-06-05,292.01
2421,2684,151,2026-06-12,2026-06-18,158.0
2422,2685,57,2023-12-13,2023-12-18,224.79
2423,2686,44,2024-04-13,2024-04-16,183.12
2424,2687,15,2026-02-20,2026-02-26,231.17
2425,2688,209,2025-05-03,2025-05-11,83.88
2426,2689,187,2026-08-18,2026-08-25,372.97
2427,2690,93,2024-09-23,2024-10-03,416.65
2428,2691,10,2024-01-08,2024-01-10,84.59
2429,2692,108,2023-08-11,2023-08-12,221.87
2430,2693,58,2025-07-08,2025-07-09,181.84
2431,2694,28,2026-05-28,2026-06-02,250.28
2432,2695,156,2024-09-06,2024-09-07,373.1
2433,2696,147,2024-04-27,2024-04-29,160.85
2434,2697,1,2026-06-08,2026-06-12,318.95
2435,2698,46,2026-02-07,2026-02-15,244.82
2436,2699,153,2023-10-16,2023-10-24,131.84
2437,2700,188,2025-09-08,2025-09-18,205.25
2438,2701,103,2023-06-25,2023-06-28,154.71
2439,2702,200,2024-02-13,2024-02-18,167.0
2440,2703,154,2026-08-18,2026-08-23,215.33
2441,2704,109,2026-07-23,2026-07-26,188.34
2442,2705,196,2024-08-28,2024-09-05,196.33
2443,2706,26,2026-03-14,2026-03-24,416.26
2444,2707,55,2025-08-18,2025-08-21,144.35
2445,2708,158,2024-06-14,2024-06-20,267.9
2446,2709,51,2026-01-13,2026-01-23,409.8
2447,2710,193,2023-11-28,2023-12-07,125.27
2448,2711,129,2025-08-27,2025-09-05,80.54
2449,2712,12,2025-01-19,2025-01-27,146.41
2450,2714,68,2025-11-27,2025-11-29,169.74
2451,2715,120,2025-08-09,2025-08-13,132.28
2452,2716,189,2025-08-15,2025-08-21,294.56
2453,2717,151,2024-10-26,2024-11-02,386.8
2454,2718,49,2025-03-24,2025-03-27,348.46
2455,2719,130,2023-04-06,2023-04-14,316.76
2456,2720,130,2025-07-26,2025-08-04,430.39
2457,2721,136,2025-10-07,2025-10-15,95.54
2458,2722,45,2023-11-30,2023-12-01,173.49
2459,2723,106,2024-07-15,2024-07-17,
2460,2724,213,2025-03-11,2025-03-20,329.1
2461,2725,111,2023-08-30,2023-09-06,307.15
2462,2726,69,2026-05-17,2026-05-26,
2463,2727,67,2026-04-14,2026-04-18,107.54
2464,2728,113,2024-01-27,2024-01-31,358.53
2465,2729,119,2023-06-14,2023-06-18,230.48
2466,2730,215,2026-02-06,2026-02-13,98.53
2467,2731,21,2025-09-17,2025-09-18,181.16
2468,2732,113,2026-08-03,2026-08-07,161.66
2469,2733,47,2025-07-03,2025-07-06,404.59
2470,2734,144,2024-07-01,2024-07-10,127.03
2471,2736,213,2026-04-07,2026-04-15,386.03
2472,2737,220,2026-02-21,2026-02-24,130.86
2473,2738,49,2025-05-06,2025-05-16,253.8
2474,2739,115,2026-07-22,2026-07-27,355.7
2475,2740,47,2025-12-10,2025-12-11,226.58
2476,2741,82,2024-10-20,2024-10-30,432.83
2477,2743,1,2024-03-09,2024-03-17,273.39
2478,2744,64,2023-11-03,2023-11-04,291.79
2479,2745,18,2025-12-28,2026-01-07,
2480,2746,17,2024-04-13,2024-04-19,297.18
2481,2747,35,2024-05-21,2024-05-26,381.54
2482,2748,215,2026-04-10,2026-04-15,277.91
2483,2749,12,2026-08-19,2026-08-24,207.78
2484,2750,126,2025-04-15,2025-04-25,195.61
2485,2751,112,2025-06-12,2025-06-16,105.44
2486,2752,173,2024-07-06,2024-07-16,373.66
2487,2753,120,2025-10-01,2025-10-10,416.9
2488,2755,71,2023-12-27,2024-01-03,244.13
2489,2756,69,2025-05-16,2025-05-18,118.54
2490,2757,194,2026-01-12,2026-01-14,96.7
2491,2758,166,2024-01-09,2024-01-10,434.91
2492,2759,81,2025-04-30,2025-05-09,265.58
2493,2760,158,2025-01-17,2025-01-21,125.75
2494,2761,165,2024-10-17,2024-10-22,341.93
2495,2762,96,2024-12-11,2024-12-12,438.46
2496,2763,140,2024-04-24,2024-05-04,134.33
2497,2765,102,2023-07-20,2023-07-27,388.63
2498,2766,216,2026-02-15,2026-02-20,155.59
2499,2767,102,2026-06-09,2026-06-18,331.91
2500,2768,99,2026-01-06,2026-01-07,
2501,2769,47,2024-11-26,2024-12-06,
2502,2770,95,2025-06-11,2025-06-19,372.97
2503,2773,32,2025-10-30,2025-11-01,176.32
2504,2774,219,2026-06-07,2026-06-17,364.03
2505,2775,128,2025-01-24,2025-01-25,89.23
2506,2776,141,2026-08-13,2026-08-21,424.65
2507,2777,12,2024-06-27,2024-06-30,223.12
2508,2778,79,2024-07-03,2024-07-04,224.36
2509,2780,56,2026-08-05,2026-08-12,363.69
2510,2781,99,2024-03-21,2024-03-24,419.41
2511,2782,71,2026-04-22,2026-04-29,162.38
2512,2784,200,2024-05-27,2024-06-05,187.89
2513,2785,175,2025-05-12,2025-05-18,230.75
2514,2787,156,2024-07-10,2024-07-17,376.78
2515,2788,178,2025-01-31,2025-02-01,325.06
2516,2789,58,2026-08-28,2026-08-31,443.62
2517,2790,137,2024-03-30,2024-04-09,436.29
2518,2791,30,2025-11-20,2025-11-22,80.51
2519,2792,114,2024-01-27,2024-02-03,250.96
2520,2793,96,2025-09-06,2025-09-10,136.29
2521,2794,45,2026-05-01,2026-05-03,199.6
2522,2795,145,2023-10-23,2023-10-26,379.63
2523,2796,6,2026-04-25,2026-04-29,294.18
2524,2797,44,2023-07-25,2023-07-27,143.07
2525,2798,49,2025-08-16,2025-08-20,176.95
2526,2799,130,2025-02-20,2025-02-25,208.31
2527,2800,86,2025-09-25,2025-09-26,342.3
2528,2802,137,2023-06-22,2023-06-26,109.5
2529,2803,87,2024-12-07,2024-12-14,354.0
2530,2804,153,2025-01-03,2025-01-13,144.66
2531,2805,19,2025-10-27,2025-10-29,432.82
2532,2806,201,2024-11-09,2024-11-16,243.6
2533,2808,63,2025-02-09,2025-02-13,347.85
2534,2809,3,2023-07-14,2023-07-20,316.09
2535,2810,181,2026-06-30,2026-07-08,204.7
2536,2811,76,2025-07-06,2025-07-16,429.65
2537,2812,133,2025-12-22,2025-12-30,171.96
2538,2813,141,2026-07-29,2026-08-05,87.23
2539,2814,7,2026-07-07,2026-07-08,100.59
2540,2816,184,2023-07-04,2023-07-11,203.07
2541,2817,135,2026-06-05,2026-06-15,407.77
2542,2818,105,2025-09-20,2025-09-23,327.57
2543,2819,54,2026-08-11,2026-08-21,249.65
2544,2820,47,2023-10-17,2023-10-21,342.33
2545,2822,139,2026-07-01,2026-07-05,296.11
2546,2823,126,2025-12-16,2025-12-20,360.65
2547,2824,124,2025-02-17,2025-02-27,180.22
2548,2825,189,2024-07-20,2024-07-30,86.26
2549,2826,207,2026-05-24,2026-05-25,254.39
2550,2827,74,2024-02-11,2024-02-18,120.48
2551,2828,218,2025-12-10,2025-12-20,157.18
2552,2830,189,2026-08-23,2026-08-25,355.78
2553,2831,98,2024-06-25,2024-07-04,356.95
2554,2832,164,2023-12-24,2023-12-29,135.54
2555,2834,190,2025-03-14,2025-03-20,161.68
2556,2835,125,2025-10-06,2025-10-13,356.33
2557,2837,171,2026-01-15,2026-01-16,101.34
2558,2839,38,2026-01-03,2026-01-09,278.65
2559,2840,218,2024-01-27,2024-01-29,253.73
2560,2841,22,2025-09-20,2025-09-22,327.38
2561,2842,162,2026-08-24,2026-09-03,82.94
2562,2843,201,2023-12-26,2023-12-30,98.68
2563,2844,29,2024-08-19,2024-08-22,334.79
2564,2845,194,2023-07-31,2023-08-10,145.55
2565,2846,109,2025-10-16,2025-10-20,273.14
2566,2847,198,2024-09-08,2024-09-16,175.49
2567,2848,47,2025-11-04,2025-11-07,199.27
2568,2850,137,2024-03-03,2024-03-05,381.15
2569,2851,177,2023-10-08,2023-10-09,354.2
2570,2852,44,2024-02-18,2024-02-28,370.5
2571,2853,65,2025-02-18,2025-02-20,188.3
2572,2854,111,2025-07-15,2025-07-19,216.63
2573,2855,140,2025-07-02,2025-07-10,193.89
2574,2856,102,2024-01-09,2024-01-13,419.4
2575,2857,125,2026-07-01,2026-07-02,447.52
2576,2858,7,2025-06-15,2025-06-16,378.51
2577,2859,76,2023-11-26,2023-11-29,330.51
2578,2860,130,2026-04-25,2026-05-04,125.17
2579,2861,169,2025-08-10,2025-08-18,225.17
2580,2862,51,2025-01-31,2025-02-09,349.4
2581,2863,140,2026-06-21,2026-06-23,402.39
2582,2865,201,2026-08-23,2026-08-29,236.45
2583,2868,167,2024-09-07,2024-09-11,273.94
2584,2869,85,2023-08-18,2023-08-22,172.67
2585,2870,219,2025-11-27,2025-12-04,359.43
2586,2871,113,2026-08-23,2026-08-30,178.84
2587,2872,84,2026-05-02,2026-05-04,331.97
2588,2873,181,2025-07-09,2025-07-14,175.83
2589,2875,139,2024-08-18,2024-08-27,120.42
2590,2876,169,2026-02-07,2026-02-14,377.54
2591,2877,136,2026-04-23,2026-04-28,434.68
2592,2878,126,2026-03-15,2026-03-21,124.34
2593,2879,23,2023-06-20,2023-06-22,402.38
2594,2880,16,2025-11-12,2025-11-22,97.39
2595,2881,205,2026-02-02,2026-02-07,200.29
2596,2882,193,2024-04-20,2024-04-21,343.33
2597,2883,85,2025-11-01,2025-11-10,209.51
2598,2884,18,2026-08-16,2026-08-18,227.97
2599,2885,109,2023-11-05,2023-11-15,270.31
2600,2886,128,2025-03-20,2025-03-23,121.97
2601,2887,104,2024-09-25,2024-09-29,160.3
2602,2888,120,2024-06-07,2024-06-12,348.65
2603,2889,165,2024-11-08,2024-11-15,134.96
2604,2890,193,2026-05-26,2026-05-28,389.71
2605,2891,76,2026-07-11,2026-07-16,209.44
2606,2892,12,2024-11-05,2024-11-14,274.04
2607,2893,49,2024-04-17,2024-04-26,188.78
2608,2894,4,2025-06-19,2025-06-29,424.31
2609,2895,160,2026-02-02,2026-02-09,364.14
2610,2896,145,2025-07-15,2025-07-25,312.07
2611,2897,110,2024-02-14,2024-02-15,207.99
2612,2899,115,2024-08-14,2024-08-22,425.07
2613,2901,87,2026-04-24,2026-04-27,138.45
2614,2902,90,2023-10-09,2023-10-17,285.1
2615,2903,123,2025-08-17,2025-08-25,261.36
2616,2904,6,2026-03-29,2026-04-07,107.43
2617,2905,100,2025-12-05,2025-12-11,129.69
2618,2906,51,2026-07-23,2026-07-28,116.97
2619,2907,160,2026-02-19,2026-02-25,298.38
2620,2908,217,2026-08-09,2026-08-15,221.67
2621,2909,138,2025-01-22,2025-01-24,189.86
2622,2910,117,2026-05-04,2026-05-11,337.22
2623,2911,85,2024-05-24,2024-05-30,99.24
2624,2912,35,2023-10-10,2023-10-14,208.82
2625,2913,54,2026-08-02,2026-08-09,94.01
2626,2914,183,2025-10-21,2025-10-25,270.9
2627,2915,105,2025-04-08,2025-04-10,374.85
2628,2916,32,2026-04-25,2026-04-30,120.62
2629,2917,172,2023-08-02,2023-08-11,386.36
2630,2918,17,2025-12-31,2026-01-06,235.03
2631,2919,54,2023-07-18,2023-07-25,137.35
2632,2920,15,2023-04-22,2023-04-27,426.74
2633,2921,114,2024-11-22,2024-11-29,218.78
2634,2923,29,2024-09-09,2024-09-11,325.47
2635,2924,142,2025-08-21,2025-08-29,253.53
2636,2925,48,2026-05-04,2026-05-08,192.52
2637,2926,215,2024-06-13,2024-06-20,407.04
2638,2927,131,2026-07-31,2026-08-02,183.77
2639,2928,18,2026-07-27,2026-07-28,136.9
2640,2929,186,2025-03-02,2025-03-03,226.17
2641,2930,62,2023-09-24,2023-10-03,146.67
2642,2931,199,2023-11-13,2023-11-18,426.14
2643,2932,45,2026-05-14,2026-05-23,176.12
2644,2933,78,2024-10-25,2024-10-31,232.01
2645,2934,5,2024-07-14,2024-07-21,449.91
2646,2936,75,2025-04-28,2025-05-02,191.51
2647,2937,162,2023-10-18,2023-10-28,410.62
2648,2938,37,2026-06-14,2026-06-22,162.83
2649,2939,159,2024-02-16,2024-02-19,373.69
2650,2940,5,2023-11-29,2023-12-07,241.22
2651,2941,217,2025-10-27,2025-11-02,164.93
2652,2942,51,2025-07-12,2025-07-13,318.7
2653,2944,29,2025-12-23,2025-12-24,443.7
2654,2945,130,2025-02-11,2025-02-17,402.87
2655,2946,215,2026-03-04,2026-03-11,247.48
2656,2947,111,2025-10-13,2025-10-23,424.83
2657,2949,220,2024-06-07,2024-06-10,271.15
2658,2950,111,2026-02-14,2026-02-21,203.95
2659,2951,18,2023-08-30,2023-09-01,233.21
2660,2952,199,2023-04-14,2023-04-18,149.14
2661,2953,164,2026-07-28,2026-08-07,398.54
2662,2954,71,2025-03-17,2025-03-18,221.92
2663,2955,110,2026-05-15,2026-05-21,329.67
2664,2956,185,2024-08-11,2024-08-18,375.8
2665,2957,117,2025-08-18,2025-08-23,101.53
2666,2959,112,2024-04-24,2024-04-29,303.3
2667,2960,57,2026-07-13,2026-07-22,352.85
2668,2961,62,2026-08-16,2026-08-25,83.72
2669,2962,181,2025-10-14,2025-10-15,415.11
2670,2963,219,2025-05-28,2025-06-01,114.79
2671,2964,108,2025-10-09,2025-10-10,258.0
2672,2965,113,2025-06-02,2025-06-12,363.54
2673,2966,141,2025-03-08,2025-03-10,275.43
2674,2967,72,2026-08-20,2026-08-28,280.52
2675,2968,69,2023-05-31,2023-06-06,223.84
2676,2969,197,2024-07-05,2024-07-15,268.59
2677,2970,156,2024-09-08,2024-09-10,116.51
2678,2972,69,2024-07-26,2024-08-05,294.59
2679,2973,83,2024-12-04,2024-12-05,204.35
2680,2974,16,2024-01-18,2024-01-19,250.45
2681,2975,10,2023-06-17,2023-06-22,99.58
2682,2976,79,2023-06-24,2023-07-04,137.1
2683,2977,12,2024-04-21,2024-04-25,222.24
2684,2978,199,2024-06-30,2024-07-05,221.79
2685,2979,26,2026-05-13,2026-05-21,285.7
2686,2980,130,2026-01-05,2026-01-15,275.76
2687,2981,208,2026-03-12,2026-03-19,242.61
2688,2982,60,2026-01-03,2026-01-08,320.08
2689,2983,117,2026-07-31,2026-08-06,371.82
2690,2984,119,2024-09-27,2024-10-03,438.94
2691,2985,192,2024-07-10,2024-07-19,
2692,2986,61,2024-07-08,2024-07-11,99.87
2693,2987,207,2024-03-28,2024-04-05,342.76
2694,2988,168,2026-07-28,2026-08-05,222.88
2695,2989,220,2024-11-12,2024-11-22,281.21
2696,2990,112,2023-12-28,2023-12-30,438.5
2697,2991,148,2025-06-24,2025-07-04,443.24
2698,2992,110,2025-08-28,2025-09-03,245.61
2699,2994,10,2025-12-11,2025-12-21,443.04
2700,2996,193,2026-02-17,2026-02-23,386.01
2701,2997,121,2025-05-11,2025-05-18,298.52
2702,2998,22,2025-05-11,2025-05-17,
2703,2999,52,2026-07-08,2026-07-13,314.08
2704,3000,102,2024-12-31,2025-01-08,135.95
2705,3001,199,2025-02-10,2025-02-16,417.55
2706,3002,147,2023-10-31,2023-11-05,376.37
2707,3003,83,2025-02-21,2025-02-26,271.33
2708,3004,199,2026-08-01,2026-08-04,373.55
2709,3005,109,2024-12-12,2024-12-19,412.91
2710,3006,100,2024-11-29,2024-12-07,107.35
2711,3007,103,2026-08-14,2026-08-24,264.55
2712,3008,217,2026-05-31,2026-06-05,147.09
2713,3009,174,2025-10-05,2025-10-06,417.37
2714,3010,123,2023-07-13,2023-07-18,239.13
2715,3011,214,2025-01-26,2025-02-01,112.39
2716,3012,153,2025-12-22,2025-12-30,344.93
2717,3014,62,2026-08-15,2026-08-21,191.06
2718,3015,185,2023-06-20,2023-06-27,113.59
2719,3016,61,2026-08-03,2026-08-07,433.76
2720,3017,69,2026-01-25,2026-01-26,113.42
2721,3018,125,2025-06-17,2025-06-20,437.46
2722,3019,148,2026-08-09,2026-08-13,255.43
2723,3020,48,2023-03-20,2023-03-27,153.71
2724,3021,109,2026-03-06,2026-03-12,98.84
2725,3022,43,2025-10-29,2025-11-06,127.3
2726,3023,55,2026-01-10,2026-01-18,161.84
2727,3024,1,2026-08-09,2026-08-12,198.8
2728,3025,15,2025-01-27,2025-01-30,404.39
2729,3026,211,2024-06-05,2024-06-09,207.7
2730,3027,76,2026-08-14,2026-08-19,408.25
2731,3028,130,2023-12-02,2023-12-10,320.62
2732,3029,125,2023-09-25,2023-09-28,330.67
2733,3030,140,2025-12-23,2025-12-26,184.84
2734,3031,33,2026-05-13,2026-05-23,370.45
2735,3032,187,2025-01-10,2025-01-15,257.64
2736,3033,25,2025-03-11,2025-03-19,150.29
2737,3034,209,2025-05-17,2025-05-20,262.27
2738,3035,92,2025-06-12,2025-06-13,203.56
2739,3036,104,2026-06-09,2026-06-13,247.41
2740,3037,190,2024-09-30,2024-10-05,109.66
2741,3038,101,2024-01-10,2024-01-14,202.27
2742,3039,168,2024-10-08,2024-10-17,130.79
2743,3040,42,2023-11-09,2023-11-11,213.71
2744,3042,117,2026-06-02,2026-06-04,88.85
2745,3043,56,2024-04-09,2024-04-16,401.46
2746,3044,217,2026-04-29,2026-05-08,245.95
2747,3045,201,2025-06-08,2025-06-18,354.73
2748,3046,3,2025-03-07,2025-03-08,141.23
2749,3047,94,2026-05-01,2026-05-07,240.05
2750,3048,193,2025-08-12,2025-08-13,248.42
2751,3049,71,2026-05-03,2026-05-09,403.25
2752,3050,112,2024-06-12,2024-06-22,157.45
2753,3051,126,2023-07-03,2023-07-11,244.31
2754,3052,27,2026-04-26,2026-04-30,92.11
2755,3053,17,2023-12-01,2023-12-09,331.46
2756,3054,77,2024-07-10,2024-07-15,239.7
2757,3055,79,2023-04-19,2023-04-25,240.66
2758,3056,164,2025-04-29,2025-04-30,410.76
2759,3057,107,2026-03-17,2026-03-21,273.37
2760,3058,118,2026-05-26,2026-06-02,435.5
2761,3059,128,2026-02-27,2026-03-07,86.17
2762,3060,78,2023-11-07,2023-11-13,134.2
2763,3061,49,2026-08-07,2026-08-13,89.33
2764,3062,219,2025-02-21,2025-02-28,321.29
2765,3063,33,2023-08-03,2023-08-11,84.39
2766,3064,22,2026-07-31,2026-08-09,117.02
2767,3065,1,2024-01-15,2024-01-20,285.34
2768,3066,148,2023-06-01,2023-06-04,121.88
2769,3068,5,2026-07-18,2026-07-25,200.65
2770,3069,199,2026-08-25,2026-08-30,
2771,3071,219,2026-07-26,2026-07-30,403.82
2772,3072,193,2025-09-08,2025-09-10,442.29
2773,3074,7,2025-08-07,2025-08-12,182.96
2774,3075,27,2026-03-23,2026-03-30,297.69
2775,3076,137,2026-06-20,2026-06-25,216.38
2776,3077,114,2024-05-23,2024-05-25,423.21
2777,3078,49,2024-06-19,2024-06-29,329.19
2778,3079,109,2025-08-15,2025-08-18,373.0
2779,3080,107,2026-07-24,2026-07-27,250.19
2780,3081,130,2026-01-19,2026-01-28,405.74
2781,3082,165,2025-08-09,2025-08-15,345.29
2782,3083,136,2023-11-28,2023-11-30,110.67
2783,3084,43,2026-03-17,2026-03-22,150.64
2784,3085,119,2026-01-22,2026-01-25,350.32
2785,3086,2,2025-06-03,2025-06-08,345.06
2786,3087,170,2023-05-23,2023-05-27,171.56
2787,3088,172,2026-07-04,2026-07-06,320.5
2788,3090,100,2024-12-26,2024-12-29,205.9
2789,3091,141,2023-02-12,2023-02-21,165.83
2790,3092,134,2025-04-24,2025-05-02,93.63
2791,3093,117,2025-05-28,2025-06-06,205.79
2792,3094,112,2026-05-28,2026-06-07,194.96
2793,3095,74,2024-09-28,2024-10-06,
2794,3096,115,2026-08-04,2026-08-12,336.61
2795,3097,31,2026-07-15,2026-07-22,254.23
2796,3098,40,2025-11-02,2025-11-12,254.69
2797,3099,190,2025-06-08,2025-06-17,250.76
2798,3100,171,2026-08-10,2026-08-19,227.16
2799,3101,64,2025-08-04,2025-08-06,202.09
2800,3102,75,2025-08-24,2025-08-27,187.73
2801,3103,82,2024-01-20,2024-01-21,298.59
2802,3104,122,2025-02-12,2025-02-20,198.39
2803,3105,68,2026-08-18,2026-08-25,443.75
2804,3106,181,2024-05-31,2024-06-04,162.07
2805,3107,172,2023-12-12,2023-12-22,110.17
2806,3108,209,2025-11-19,2025-11-23,156.74
2807,3109,203,2023-08-20,2023-08-21,320.35
2808,3110,64,2025-02-08,2025-02-16,253.58
2809,3112,118,2025-07-21,2025-07-24,103.06
2810,3113,99,2025-07-09,2025-07-10,148.82
2811,3114,155,2026-01-09,2026-01-12,199.58
2812,3116,75,2025-01-25,2025-02-03,301.65
2813,3117,5,2024-03-23,2024-04-01,196.13
2814,3118,173,2023-12-07,2023-12-09,218.57
2815,3119,99,2023-09-09,2023-09-15,310.99
2816,3120,215,2026-08-02,2026-08-08,262.56
2817,3121,191,2023-03-12,2023-03-22,246.15
2818,3122,108,2026-05-29,2026-06-01,446.85
2819,3123,209,2024-08-24,2024-08-29,221.5
2820,3124,172,2025-03-15,2025-03-17,351.42
2821,3126,163,2025-04-06,2025-04-14,388.0
2822,3127,20,2025-01-06,2025-01-10,214.71
2823,3128,113,2025-05-22,2025-05-28,201.53
2824,3129,109,2026-08-14,2026-08-17,329.72
2825,3130,192,2025-07-05,2025-07-13,149.95
2826,3131,82,2025-07-11,2025-07-13,378.92
2827,3132,200,2025-03-25,2025-03-27,327.38
2828,3133,38,2025-12-24,2025-12-29,342.8
2829,3135,114,2025-06-17,2025-06-27,362.01
2830,3136,8,2026-01-08,2026-01-12,269.82
2831,3138,91,2025-05-04,2025-05-09,339.28
2832,3140,198,2026-08-07,2026-08-08,145.81
2833,3141,173,2024-09-06,2024-09-16,379.22
2834,3142,49,2024-09-15,2024-09-24,305.04
2835,3143,108,2023-08-14,2023-08-17,234.83
2836,3144,92,2026-05-18,2026-05-19,200.15
2837,3146,13,2024-07-16,2024-07-18,354.68
2838,3147,28,2023-11-28,2023-11-29,249.44
2839,3148,58,2026-05-23,2026-05-28,108.49
2840,3149,205,2025-07-26,2025-07-30,139.52
2841,3150,38,2026-01-07,2026-01-09,187.88
2842,3151,123,2026-04-25,2026-04-30,336.67
2843,3152,92,2024-07-14,2024-07-15,
2844,3153,21,2026-05-14,2026-05-20,97.61
2845,3154,5,2025-12-07,2025-12-15,336.82
2846,3155,86,2024-11-23,2024-11-30,388.74
2847,3156,92,2026-06-04,2026-06-12,250.72
2848,3157,169,2026-04-08,2026-04-09,170.63
2849,3158,138,2024-04-17,2024-04-24,183.16
2850,3160,66,2025-08-02,2025-08-08,363.6
2851,3161,199,2024-02-02,2024-02-11,173.6
2852,3162,155,2024-07-29,2024-08-07,276.89
2853,3163,27,2025-09-21,2025-09-24,124.03
2854,3164,117,2025-12-25,2025-12-31,139.71
2855,3165,187,2026-06-10,2026-06-11,166.71
2856,3166,142,2025-12-13,2025-12-21,428.15
2857,3167,155,2025-11-30,2025-12-08,231.26
2858,3168,205,2023-05-19,2023-05-21,382.96
2859,3170,146,2025-04-21,2025-04-25,208.26
2860,3171,4,2026-08-05,2026-08-11,341.66
2861,3172,72,2024-01-07,2024-01-15,284.86
2862,3173,96,2026-05-22,2026-05-27,309.49
2863,3174,155,2026-05-11,2026-05-16,316.32
2864,3175,80,2025-08-24,2025-08-26,266.74
2865,3176,118,2026-07-02,2026-07-03,352.35
2866,3177,128,2026-06-09,2026-06-13,302.57
2867,3178,149,2024-08-13,2024-08-23,92.78
2868,3179,13,2024-03-09,2024-03-18,436.02
2869,3180,219,2023-12-27,2023-12-28,421.97
2870,3181,10,2025-04-21,2025-04-23,160.76
2871,3182,176,2024-07-27,2024-07-31,419.45
2872,3183,73,2023-07-29,2023-08-01,146.56
2873,3184,205,2026-08-23,2026-08-31,396.59
2874,3185,15,2025-08-02,2025-08-11,204.18
