id_sinistro,id_polizza,data_denuncia,tipo_danno,tipo_modulo_cai,regione_sinistro,importo_stimato_perito,importo_indennizzo_liquidato,esito_sinistro,data_offerta,data_accettazione_danneggiato,data_liquidazione
2856,791,2024-01-07,Corpi di veicoli terrestri,,Campania,2942.96,,respinto,,,
2857,167,2026-06-27,Incendio ed elementi naturali,,Piemonte,19065.79,18047.67,liquidato,2026-07-19,2026-07-29,2026-08-11
2858,2316,2025-06-10,RC generale,,Valle d'Aosta,9687.54,9301.88,liquidato,2025-07-18,2025-08-01,2025-08-06
2859,1991,2023-11-25,Altri danni ai beni,,Molise,1769.12,1559.03,liquidato,2023-12-09,2023-12-18,2023-12-30
2860,3617,2026-04-23,RC autoveicoli terrestri,congiunto,Valle d'Aosta,3652.18,3559.59,liquidato,2026-05-17,2026-05-27,2026-04-16
2861,2339,2025-08-08,Corpi di veicoli terrestri,,Veneto,4521.45,4123.5,liquidato,2025-10-01,2025-10-05,2025-10-20
2862,3811,2025-01-30,RC autoveicoli terrestri,congiunto,Friuli-Venezia Giulia,3787.78,,respinto,,,
2863,620,2026-06-17,Altri danni ai beni,,Sardegna,2938.18,2753.89,liquidato,2026-07-02,2026-07-21,2026-07-27
2864,999,2025-10-07,RC generale,,Umbria,5675.34,5512.78,liquidato,2025-10-30,2025-11-06,2025-11-10
2865,2539,2026-08-18,Altri danni ai beni,,Trentino-Alto Adige,1030.24,943.4,liquidato,2026-09-20,2026-10-06,2026-10-21
2866,737,2024-12-12,Altri danni ai beni,,Campania,2706.99,2530.1,liquidato,2025-01-24,2025-02-04,2025-02-10
2867,3626,2023-03-03,RC generale,,Campania,6427.09,,aperto,,,
2868,1095,2024-09-05,Incendio ed elementi naturali,,Friuli-Venezia Giulia,14832.79,14204.57,liquidato,2024-09-28,2024-10-09,2024-10-23
2869,1381,2023-08-16,Altri danni ai beni,,Trentino-Alto Adige,1697.24,,aperto,,,
2870,1312,2025-11-26,Altri danni ai beni,,Abruzzo,2364.61,2303.16,liquidato,2026-01-22,2026-02-10,2026-02-14
2871,2545,2026-08-18,RC autoveicoli terrestri,unilaterale,Piemonte,8830.35,8322.23,liquidato,2026-09-08,2026-09-19,2026-10-01
2872,2404,2026-04-28,Incendio ed elementi naturali,,Veneto,9680.31,8805.15,liquidato,2026-05-21,2026-05-27,2026-06-01
2873,3822,2025-07-07,RC autoveicoli terrestri,congiunto,Veneto,3184.9,,aperto,,,
2874,2212,2026-03-30,Incendio ed elementi naturali,,Calabria,23078.64,22118.93,liquidato,2026-05-08,2026-05-15,2026-05-24
2875,3050,2024-08-17,Corpi di veicoli terrestri,,Marche,3848.73,3306.27,liquidato,2024-09-09,2024-09-16,2024-09-24
2876,2339,2026-02-04,Corpi di veicoli terrestri,,Veneto,5157.55,4799.74,liquidato,2026-03-25,2026-03-29,2026-04-08
2877,2615,2026-04-20,RC autoveicoli terrestri,unilaterale,Friuli-Venezia Giulia,9220.09,8993.06,liquidato,2026-05-20,2026-05-21,2026-05-24
2878,2432,2026-03-14,RC autoveicoli terrestri,congiunto,Liguria,9068.26,,aperto,,,
2879,1347,2023-06-16,RC autoveicoli terrestri,unilaterale,Lombardia,6780.64,6726.04,liquidato,2023-07-03,2023-07-22,2023-08-01
2880,2354,2025-11-08,Corpi di veicoli terrestri,,Basilicata,1774.44,,respinto,,,
2881,3711,2026-01-31,Corpi di veicoli terrestri,,Piemonte,2498.92,1962.59,liquidato,2026-02-20,2026-02-21,2026-03-08
2882,1708,2024-04-17,RC autoveicoli terrestri,unilaterale,Marche,4424.2,4291.92,liquidato,2024-05-07,2024-05-09,2024-05-24
2883,954,2025-10-30,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,13003.14,,respinto,,,
2884,1238,2026-08-11,RC generale,,Emilia-Romagna,16092.59,15195.94,liquidato,2026-09-13,2026-09-15,2026-09-26
2885,3,2023-11-01,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,2044.21,2024.82,liquidato,2023-11-18,2023-11-22,2023-12-06
2886,480,2025-03-17,Corpi di veicoli terrestri,,Puglia,,5514.28,liquidato,2025-05-07,2025-05-25,2025-06-03
2887,1280,2024-09-23,RC generale,,Veneto,8452.45,,aperto,,,
2888,2721,2024-06-04,RC generale,,Sardegna,16191.54,16082.44,liquidato,2024-07-22,2024-08-10,2024-08-20
2889,1878,2024-11-04,RC autoveicoli terrestri,congiunto,Calabria,5276.17,5115.25,liquidato,2024-12-01,2024-12-04,2024-12-12
2890,2852,2026-05-24,Altri danni ai beni,,Marche,1643.51,,respinto,,,
2891,903,2026-07-09,Incendio ed elementi naturali,,Molise,200,0.0,liquidato,2026-07-20,2026-07-31,2026-08-09
2892,2825,2024-11-02,Altri danni ai beni,,Molise,2710.23,,in_contenzioso,2024-12-17,,
2893,3307,2024-04-12,Corpi di veicoli terrestri,,Piemonte,3553.75,3497.64,liquidato,2024-04-22,2024-05-04,2024-05-08
2894,1042,2025-06-14,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,2302.37,,aperto,,,
2895,3142,2026-01-30,RC autoveicoli terrestri,unilaterale,Valle d'Aosta,9980.88,9779.91,liquidato,2026-03-23,2026-04-03,2026-04-17
2896,1586,2025-07-14,Corpi di veicoli terrestri,,Umbria,7095.51,6505.41,liquidato,2025-09-11,2025-09-23,2025-10-02
2897,1213,2024-02-13,Incendio ed elementi naturali,,Emilia-Romagna,12950.7,12793.5,liquidato,2024-04-07,2024-04-21,2024-05-06
2898,1813,2025-05-19,Incendio ed elementi naturali,,Toscana,5570.49,4930.37,liquidato,2025-07-09,2025-07-25,2025-08-08
2899,1436,2024-08-12,Incendio ed elementi naturali,,Veneto,14827.51,,respinto,,,
2900,2041,2025-02-01,Altri danni ai beni,,Marche,1110.28,891.66,liquidato,2025-03-18,2025-04-04,2025-04-11
2901,1510,2026-04-22,RC autoveicoli terrestri,unilaterale,Umbria,327.45,,in_contenzioso,2026-05-05,,
2902,3333,2023-10-05,RC generale,,Piemonte,9087.57,,in_contenzioso,2023-10-20,,
2903,3179,2025-08-13,RC generale,,Sardegna,11883.2,11294.98,liquidato,2025-09-24,2025-10-10,2025-10-25
2904,3897,2026-03-25,Incendio ed elementi naturali,,Lombardia,17213.73,16457.39,liquidato,2026-04-14,2026-04-20,2026-05-01
2905,1028,2025-12-02,RC autoveicoli terrestri,unilaterale,Liguria,3839.35,3886.84,liquidato,2026-01-30,2026-02-19,2026-03-06
2906,1203,2026-07-22,Incendio ed elementi naturali,,Friuli-Venezia Giulia,16764.12,16457.87,liquidato,2026-09-16,2026-10-06,2026-10-16
2907,3298,2026-02-18,Incendio ed elementi naturali,,Friuli-Venezia Giulia,5036.07,4618.86,liquidato,2026-03-20,2026-04-06,2026-04-15
2908,1266,2026-08-04,RC generale,,Umbria,7693.95,7247.93,liquidato,2026-08-21,2026-09-06,2026-09-10
2909,1396,2025-01-21,RC autoveicoli terrestri,unilaterale,Valle d'Aosta,8262.78,8089.46,liquidato,2025-03-22,2025-04-02,2025-04-10
2910,2157,2026-05-02,RC autoveicoli terrestri,unilaterale,Toscana,6420.74,6454.66,liquidato,2026-05-24,2026-06-13,2026-06-25
2911,1875,2024-05-22,Altri danni ai beni,,Trentino-Alto Adige,2821.25,2680.21,liquidato,2024-07-14,2024-07-25,2024-08-07
2912,3118,2023-10-08,RC autoveicoli terrestri,congiunto,Basilicata,9395.62,9138.82,liquidato,2023-11-04,2023-11-20,2023-11-24
2913,4038,2026-07-28,Incendio ed elementi naturali,,Liguria,3228.4,2700.27,liquidato,2026-09-23,2026-10-07,2026-10-16
2914,3886,2025-10-18,Altri danni ai beni,,Basilicata,1689.14,1455.65,liquidato,2025-12-13,2025-12-15,2025-12-27
2915,2873,2025-04-07,RC generale,,Umbria,4579.37,,aperto,,,
2916,3855,2026-04-20,Incendio ed elementi naturali,,Abruzzo,3368.54,,aperto,,,
2917,398,2023-08-01,RC autoveicoli terrestri,congiunto,Liguria,6194.07,,respinto,,,
2918,65,2025-12-26,Corpi di veicoli terrestri,,Calabria,3319.48,,respinto,,,
2919,1954,2023-07-16,Corpi di veicoli terrestri,,Liguria,2783.46,,respinto,,,
2920,4184,2023-04-20,Corpi di veicoli terrestri,,Toscana,3380.91,2950.06,liquidato,2023-05-01,2023-05-10,2023-05-21
2921,2033,2024-11-19,RC generale,,Molise,14066.13,13182.57,liquidato,2024-12-29,2025-01-05,2025-01-08
2922,717,2025-06-16,Altri danni ai beni,,Valle d'Aosta,1671.66,,aperto,,,
2923,3535,2024-09-08,Altri danni ai beni,,Abruzzo,2506.06,2397.55,liquidato,2024-10-27,2024-11-10,2024-11-17
2924,3272,2025-08-19,RC generale,,Marche,15156.76,,aperto,,,
2925,1384,2026-05-01,Corpi di veicoli terrestri,,Marche,3732.21,3262.06,liquidato,2026-06-13,2026-06-27,2026-06-30
2926,1517,2024-06-11,RC autoveicoli terrestri,unilaterale,Sardegna,6603.81,,aperto,,,
2927,3933,2026-07-26,RC generale,,Calabria,2019.22,1560.36,liquidato,2026-08-14,2026-08-28,2026-09-03
2928,2861,2026-07-26,Altri danni ai beni,,Emilia-Romagna,1004.16,781.64,liquidato,2026-09-23,2026-10-09,2026-10-21
2929,1207,2025-02-26,RC autoveicoli terrestri,congiunto,Basilicata,10610.66,10485.87,liquidato,2025-03-18,2025-03-19,2025-03-29
2930,2147,2023-09-22,Altri danni ai beni,,Calabria,3767.54,3538.71,liquidato,2023-10-11,2023-10-15,2023-10-28
2931,1657,2023-11-11,Altri danni ai beni,,Valle d'Aosta,2009.56,,aperto,,,
2932,699,2026-05-09,RC autoveicoli terrestri,congiunto,Lazio,3005.06,3045.93,liquidato,2026-05-29,2026-06-15,2026-06-22
2933,4237,2024-10-21,Corpi di veicoli terrestri,,Lazio,2794.49,2304.48,liquidato,2024-12-11,2024-12-19,2024-12-28
2934,802,2024-07-12,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,6666.79,6328.4,liquidato,2024-08-31,2024-09-03,2024-09-18
2935,959,2026-06-13,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,4556.05,4496.45,liquidato,2026-06-23,2026-06-24,2026-06-28
2936,1554,2025-04-25,RC generale,,Friuli-Venezia Giulia,5951.04,,in_contenzioso,2025-05-11,,
2937,3448,2023-10-14,RC autoveicoli terrestri,unilaterale,Piemonte,2057.42,2006.86,liquidato,2023-10-26,2023-10-27,2023-10-31
2938,3032,2026-06-09,RC generale,,Puglia,8385.75,8050.28,liquidato,2026-07-04,2026-07-09,2026-07-17
2939,113,2024-02-11,Altri danni ai beni,,Lazio,,746.89,liquidato,2024-03-12,2024-03-21,2024-03-28
2940,99,2023-11-27,Incendio ed elementi naturali,,Trentino-Alto Adige,17423.5,17341.51,liquidato,2024-01-17,2024-01-22,2024-01-26
2941,2512,2025-10-25,Corpi di veicoli terrestri,,Umbria,2810.43,,in_contenzioso,2025-12-06,,
2942,3922,2025-07-08,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,1789.68,1680.1,liquidato,2025-08-21,2025-08-29,2025-09-04
2943,2749,2023-10-31,RC generale,,Molise,11814.83,11596.44,liquidato,2023-12-18,2024-01-01,2024-01-08
2944,3016,2025-12-20,RC autoveicoli terrestri,unilaterale,Abruzzo,6368.93,6140.71,liquidato,2026-01-19,2026-01-26,2026-02-06
2945,1396,2025-02-06,RC autoveicoli terrestri,congiunto,Valle d'Aosta,7114.96,6741.63,liquidato,2025-03-06,2025-03-22,2025-03-29
2946,1182,2026-03-02,Altri danni ai beni,,Sardegna,1961.42,1870.42,liquidato,2026-04-03,2026-04-20,2026-04-30
2947,361,2025-10-09,RC generale,,Abruzzo,13051.21,,respinto,,,
2948,3580,2024-06-08,Corpi di veicoli terrestri,,Lazio,3961.76,3811.9,liquidato,2024-07-28,2024-08-04,2024-08-11
2949,3977,2024-06-02,RC autoveicoli terrestri,congiunto,Puglia,8212.87,,respinto,,,
2950,606,2026-02-13,Altri danni ai beni,,Abruzzo,2453.03,2282.67,liquidato,2026-03-28,2026-04-05,2026-04-16
2951,244,2023-08-28,RC generale,,Emilia-Romagna,8109.1,7753.24,liquidato,2023-10-06,2023-10-23,2023-11-06
2952,696,2023-04-11,Altri danni ai beni,,Valle d'Aosta,,,respinto,,,
2953,429,2026-07-24,Altri danni ai beni,,Sardegna,1615.42,1505.66,liquidato,2026-09-05,2026-09-10,2026-09-17
2954,4034,2025-03-16,Incendio ed elementi naturali,,Sicilia,14430.83,14594.52,liquidato,2025-05-13,2025-05-15,2025-05-20
2955,2481,2026-05-11,RC generale,,Lombardia,5436.39,,aperto,,,
2956,3308,2024-08-10,Corpi di veicoli terrestri,,Emilia-Romagna,5201.2,,aperto,,,
2957,684,2025-08-15,RC generale,,Toscana,1673.77,1186.06,liquidato,2025-09-25,2025-10-13,2025-10-19
2958,3553,2024-11-24,RC autoveicoli terrestri,congiunto,Sardegna,4495.19,,respinto,,,
2959,2059,2024-04-19,Corpi di veicoli terrestri,,Emilia-Romagna,3591.7,3218.61,liquidato,2024-05-07,2024-05-21,2024-05-26
2960,253,2026-07-09,RC generale,,Calabria,13929.21,13956.07,liquidato,2026-08-09,2026-08-21,2026-08-30
2961,1045,2026-08-15,Incendio ed elementi naturali,,Calabria,16332.31,,in_contenzioso,2026-09-12,,
2962,428,2025-10-12,Altri danni ai beni,,Veneto,1614.14,1442.25,liquidato,2025-11-28,2025-12-10,2025-12-13
2963,1727,2025-05-24,Corpi di veicoli terrestri,,Abruzzo,2833.1,,aperto,,,
2964,3056,2025-10-05,Incendio ed elementi naturali,,Abruzzo,15236.84,10040.97,liquidato,2025-12-03,2025-12-14,2025-12-28
2965,1327,2025-05-31,RC generale,,Piemonte,6689.83,6498.12,liquidato,2025-07-14,2025-07-20,2025-08-02
2966,263,2025-03-04,Corpi di veicoli terrestri,,Liguria,4499.81,,respinto,,,
2967,1395,2026-08-19,Altri danni ai beni,,Lombardia,1202.04,,aperto,,,
2968,2373,2023-05-29,Altri danni ai beni,,Veneto,506.99,309.77,liquidato,2023-07-04,2023-07-05,2023-07-15
2969,3433,2024-07-03,RC autoveicoli terrestri,unilaterale,Lombardia,5312.61,5444.26,liquidato,2024-07-13,2024-07-15,2024-07-25
2970,1895,2024-09-07,RC autoveicoli terrestri,unilaterale,Umbria,11047.64,,respinto,,,
2971,722,2025-03-09,Corpi di veicoli terrestri,,Sardegna,3194.86,,respinto,,,
2972,23,2024-07-25,RC generale,,Veneto,10773.57,,aperto,,,
2973,3090,2024-12-02,Incendio ed elementi naturali,,Toscana,11070.46,10504.13,liquidato,2024-12-29,2025-01-14,2025-01-21
2974,2667,2024-01-17,Corpi di veicoli terrestri,,Basilicata,5581.35,5207.44,liquidato,2024-03-03,2024-03-12,2024-03-17
2975,4107,2023-06-13,Altri danni ai beni,,Emilia-Romagna,2608.86,,respinto,,,
2976,2953,2023-06-21,RC generale,,Liguria,7585.08,7493.9,liquidato,2023-07-24,2023-07-25,2023-08-07
2977,3039,2024-04-17,RC autoveicoli terrestri,congiunto,Molise,,7635.96,liquidato,2024-04-27,2024-05-02,2024-05-11
2978,3932,2024-06-25,Corpi di veicoli terrestri,,Valle d'Aosta,4319.11,,respinto,,,
2979,2644,2026-05-09,Corpi di veicoli terrestri,,Trentino-Alto Adige,1048.18,912.12,liquidato,2026-06-01,2026-06-07,2026-06-10
2980,3722,2026-01-01,Corpi di veicoli terrestri,,Valle d'Aosta,2624.91,,aperto,,,
2981,3547,2026-03-10,RC generale,,Sicilia,13250.35,12999.65,liquidato,2026-05-05,2026-05-17,2026-05-23
2982,628,2025-12-31,Altri danni ai beni,,Toscana,200,100.71,liquidato,2026-02-08,2026-02-12,2026-02-25
2983,660,2026-07-28,Incendio ed elementi naturali,,Toscana,14247.93,,respinto,,,
2984,989,2024-09-23,Corpi di veicoli terrestri,,Valle d'Aosta,4601.9,,aperto,,,
2985,2068,2024-07-07,Incendio ed elementi naturali,,Marche,4519.47,4059.03,liquidato,2024-08-20,2024-09-06,2024-09-10
2986,3969,2024-07-06,Altri danni ai beni,,Veneto,1755.97,,respinto,,,
2987,337,2024-03-26,RC autoveicoli terrestri,congiunto,Veneto,6919.23,,in_contenzioso,2024-04-07,,
2988,4176,2026-07-24,Altri danni ai beni,,Lombardia,3066.69,,respinto,,,
2989,1576,2024-11-11,RC generale,,Puglia,11720.58,,aperto,,,
2990,853,2023-12-26,Corpi di veicoli terrestri,,Molise,1670.46,1154.75,liquidato,2024-01-30,2024-02-08,2024-02-17
2991,2718,2025-06-19,Incendio ed elementi naturali,,Umbria,,14804.31,liquidato,2025-07-05,2025-07-12,2025-07-26
2992,1538,2025-08-24,RC autoveicoli terrestri,congiunto,Lombardia,,,aperto,,,
2993,1565,2025-06-24,Altri danni ai beni,,Molise,2114.82,2039.28,liquidato,2025-07-25,2025-08-14,2025-08-26
2994,3919,2025-12-08,Incendio ed elementi naturali,,Emilia-Romagna,10109.36,9355.14,liquidato,2026-01-05,2026-01-08,2026-01-23
2995,1458,2024-07-28,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,5955.57,5945.8,liquidato,2024-09-10,2024-09-11,2024-09-22
2996,1594,2026-02-15,RC generale,,Marche,15145.76,,in_contenzioso,2026-03-24,,
2997,1647,2025-05-10,Altri danni ai beni,,Umbria,2699.4,2528.59,liquidato,2025-07-02,2025-07-08,2025-04-18
2998,1958,2025-05-09,RC autoveicoli terrestri,congiunto,Sicilia,9048.17,9027.15,liquidato,2025-05-21,2025-05-23,2025-05-31
2999,4085,2026-07-04,RC autoveicoli terrestri,congiunto,Sicilia,5702.64,5696.54,liquidato,2026-07-29,2026-07-31,2026-08-04
3000,3532,2024-12-30,Corpi di veicoli terrestri,,Umbria,4574.45,4104.03,liquidato,2025-02-23,2025-03-06,2025-03-17
3001,1539,2025-02-07,Corpi di veicoli terrestri,,Valle d'Aosta,2692.44,,in_contenzioso,2025-04-01,,
3002,3275,2023-10-28,Corpi di veicoli terrestri,,Sardegna,3776.31,3445.57,liquidato,2023-11-23,2023-12-01,2023-12-06
3003,1012,2025-02-18,Incendio ed elementi naturali,,Toscana,17982.06,18075.83,liquidato,2025-03-16,2025-04-01,2025-04-08
3004,2690,2026-07-31,Incendio ed elementi naturali,,Valle d'Aosta,7063.69,6744.5,liquidato,2026-08-29,2026-09-16,2026-09-21
3005,1778,2024-12-10,RC generale,,Trentino-Alto Adige,13031.21,12930.68,liquidato,2025-01-27,2025-02-02,2025-02-09
3006,2624,2024-11-24,RC autoveicoli terrestri,unilaterale,Liguria,9047.43,8841.14,liquidato,2024-12-05,2024-12-06,2024-12-17
3007,3267,2026-08-11,Corpi di veicoli terrestri,,Molise,5741.01,,in_contenzioso,2026-09-03,,
3008,430,2026-05-26,RC generale,,Umbria,8961.13,8774.66,liquidato,2026-06-25,2026-07-15,2026-07-20
3009,4047,2025-10-03,Incendio ed elementi naturali,,Sardegna,10455.57,9993.69,liquidato,2025-11-04,2025-11-07,2025-11-22
3010,4024,2023-07-11,RC autoveicoli terrestri,congiunto,Friuli-Venezia Giulia,4788.64,,aperto,,,
3011,3644,2025-01-21,Incendio ed elementi naturali,,Umbria,17775.41,,aperto,,,
3012,2303,2025-12-20,RC autoveicoli terrestri,congiunto,Liguria,7364.21,,aperto,,,
3013,1542,2026-06-05,Incendio ed elementi naturali,,Piemonte,6454.95,5294.66,liquidato,2026-06-28,2026-07-05,2026-07-08
3014,3105,2026-08-14,Corpi di veicoli terrestri,,Calabria,2525.25,2284.14,liquidato,2026-09-30,2026-10-16,2026-10-23
3015,3715,2023-06-19,Incendio ed elementi naturali,,Emilia-Romagna,19842.5,,in_contenzioso,2023-07-05,,
3016,1999,2026-08-02,Altri danni ai beni,,Veneto,1108.14,,aperto,,,
3017,4032,2026-01-23,Incendio ed elementi naturali,,Piemonte,12631.22,,in_contenzioso,2026-03-18,,
3018,818,2025-06-16,RC autoveicoli terrestri,congiunto,Piemonte,6365.85,6205.59,liquidato,2025-07-05,2025-07-08,2025-07-12
3019,4139,2026-08-04,Corpi di veicoli terrestri,,Umbria,4362.05,3845.61,liquidato,2026-08-29,2026-09-04,2026-09-15
3020,3026,2023-03-18,Incendio ed elementi naturali,,Marche,6631.68,6527.94,liquidato,2023-05-14,2023-05-28,2023-06-07
3021,3406,2026-03-02,Altri danni ai beni,,Trentino-Alto Adige,1873.67,1816.19,liquidato,2026-04-07,2026-04-21,2026-05-03
3022,1673,2025-10-25,Incendio ed elementi naturali,,Friuli-Venezia Giulia,11343.62,11377.69,liquidato,2025-12-20,2026-01-03,2026-01-12
3023,169,2026-01-09,Incendio ed elementi naturali,,Liguria,15219.27,,aperto,,,
3024,586,2026-08-05,Incendio ed elementi naturali,,Trentino-Alto Adige,13447.52,13310.29,liquidato,2026-10-02,2026-10-04,2026-10-17
3025,1068,2025-01-22,Incendio ed elementi naturali,,Toscana,6999.07,6786.65,liquidato,2025-02-07,2025-02-16,2025-02-28
3026,3658,2024-06-02,Incendio ed elementi naturali,,Sicilia,4332.5,4172.8,liquidato,2024-06-18,2024-06-25,2024-07-08
3027,2889,2026-08-10,Incendio ed elementi naturali,,Veneto,8094.64,,aperto,,,
3028,896,2023-12-01,Altri danni ai beni,,Valle d'Aosta,569.0,,respinto,,,
3029,1418,2023-09-22,RC generale,,Piemonte,5099.56,,respinto,,,
3030,863,2025-12-18,RC generale,,Sardegna,7153.77,,aperto,,,
3031,4134,2026-05-12,Incendio ed elementi naturali,,Sicilia,5902.57,5317.85,liquidato,2026-06-08,2026-06-26,2026-07-08
3032,3051,2025-01-09,RC autoveicoli terrestri,congiunto,Puglia,5731.3,,in_contenzioso,2025-01-20,,
3033,343,2025-03-07,Incendio ed elementi naturali,,Lazio,10081.58,9826.87,liquidato,2025-04-02,2025-04-08,2025-04-14
3034,1714,2025-05-13,RC autoveicoli terrestri,unilaterale,Friuli-Venezia Giulia,7629.49,7398.59,liquidato,2025-06-25,2025-07-05,2025-07-18
3035,2750,2025-06-09,Incendio ed elementi naturali,,Emilia-Romagna,17852.56,,respinto,,,
3036,838,2026-06-06,RC autoveicoli terrestri,unilaterale,Veneto,6882.7,6854.06,liquidato,2026-07-25,2026-07-27,2026-08-02
3037,2964,2024-09-25,Altri danni ai beni,,Lombardia,577.96,382.41,liquidato,2024-11-22,2024-12-06,2024-12-12
3038,1084,2024-01-07,Incendio ed elementi naturali,,Emilia-Romagna,5405.85,,in_contenzioso,2024-02-24,,
3039,2756,2024-10-07,RC generale,,Lombardia,6943.72,,aperto,,,
3040,4078,2023-11-05,Altri danni ai beni,,Emilia-Romagna,1245.01,,in_contenzioso,2023-12-12,,
3041,1832,2026-08-22,Altri danni ai beni,,Trentino-Alto Adige,1642.37,1452.22,liquidato,2026-09-08,2026-09-24,2026-10-05
3042,660,2026-05-29,Incendio ed elementi naturali,,Toscana,3424.45,2951.58,liquidato,2026-07-02,2026-07-21,2026-07-27
3043,720,2024-04-06,RC generale,,Molise,3360.33,3198.26,liquidato,2024-04-24,2024-05-03,2024-05-08
3044,3628,2026-04-28,Altri danni ai beni,,Umbria,2834.73,,aperto,,,
3045,3788,2025-06-07,Altri danni ai beni,,Basilicata,2692.12,2640.57,liquidato,2025-07-12,2025-07-30,2025-08-08
3046,922,2025-03-06,Corpi di veicoli terrestri,,Liguria,4230.03,,in_contenzioso,2025-04-21,,
3047,3074,2026-04-30,Incendio ed elementi naturali,,Campania,23611.56,23627.42,liquidato,2026-06-09,2026-06-10,2026-06-13
3048,3021,2025-08-08,RC autoveicoli terrestri,unilaterale,Marche,4106.53,3848.58,liquidato,2025-09-12,2025-09-23,2025-09-29
3049,2388,2026-04-30,RC autoveicoli terrestri,unilaterale,Sicilia,6899.75,6722.32,liquidato,2026-05-18,2026-05-19,2026-06-01
3050,1144,2024-06-09,RC generale,,Emilia-Romagna,,,in_contenzioso,2024-07-18,,
3051,3990,2023-07-01,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,200,0.0,liquidato,2023-07-12,2023-07-13,2023-07-18
3052,1395,2026-04-21,Altri danni ai beni,,Lombardia,1009.37,884.32,liquidato,2026-05-01,2026-05-06,2026-05-11
3053,3959,2023-11-29,RC autoveicoli terrestri,congiunto,Calabria,1760.54,1760.93,liquidato,2023-12-25,2023-12-31,2024-01-07
3054,3559,2024-07-07,RC generale,,Campania,13705.18,12947.59,liquidato,2024-09-02,2024-09-15,2024-09-27
3055,178,2023-04-17,RC autoveicoli terrestri,unilaterale,Liguria,4554.77,4513.61,liquidato,2023-06-06,2023-06-20,2023-07-04
3056,1085,2025-04-27,RC autoveicoli terrestri,unilaterale,Sardegna,2830.81,2898.08,liquidato,2025-06-23,2025-06-30,2025-07-12
3057,4013,2026-03-15,Altri danni ai beni,,Sicilia,3211.99,3159.31,liquidato,2026-04-11,2026-04-13,2026-04-24
3058,2397,2026-05-23,RC generale,,Lazio,11409.62,,aperto,,,
3059,1857,2026-02-24,Incendio ed elementi naturali,,Puglia,12718.99,,aperto,,,
3060,3681,2023-11-06,Incendio ed elementi naturali,,Lazio,22231.87,,in_contenzioso,2024-01-04,,
3061,3697,2026-08-05,Incendio ed elementi naturali,,Piemonte,10569.88,,aperto,,,
3062,3572,2025-02-19,RC generale,,Abruzzo,10984.69,10529.99,liquidato,2025-03-24,2025-03-26,2025-04-08
3063,554,2023-08-02,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,11057.48,10675.03,liquidato,2023-09-02,2023-09-03,2023-09-10
3064,1211,2026-07-27,RC autoveicoli terrestri,congiunto,Sicilia,5736.28,5339.0,liquidato,2026-08-21,2026-09-07,2026-09-19
3065,3700,2024-01-10,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,4549.09,,respinto,,,
3066,2771,2023-05-29,Altri danni ai beni,,Friuli-Venezia Giulia,354.03,259.79,liquidato,2023-06-18,2023-07-02,2023-07-17
3067,3429,2024-12-19,RC autoveicoli terrestri,congiunto,Molise,8597.7,,respinto,,,
3068,170,2026-07-15,Corpi di veicoli terrestri,,Trentino-Alto Adige,1815.68,,aperto,,,
3069,481,2026-08-20,Corpi di veicoli terrestri,,Valle d'Aosta,637.29,474.1,liquidato,2026-10-04,2026-10-23,2026-10-28
3070,1379,2024-08-15,Altri danni ai beni,,Campania,896.54,812.96,liquidato,2024-09-28,2024-10-15,2024-10-25
3071,2739,2026-07-24,RC autoveicoli terrestri,congiunto,Calabria,8380.65,8378.2,liquidato,2026-08-04,2026-08-17,2026-08-22
3072,1143,2025-09-05,Altri danni ai beni,,Marche,1008.46,909.01,liquidato,2025-09-29,2025-10-01,2025-10-13
3073,732,2026-02-26,RC generale,,Emilia-Romagna,15516.11,15414.46,liquidato,2026-04-12,2026-04-17,2026-05-01
3074,3847,2025-08-05,RC generale,,Valle d'Aosta,5424.87,,aperto,,,
3075,2085,2026-03-18,RC autoveicoli terrestri,congiunto,Lombardia,13866.22,13413.24,liquidato,2026-03-29,2026-04-04,2026-04-16
3076,2187,2026-06-17,RC generale,,Basilicata,8845.12,8487.81,liquidato,2026-08-13,2026-08-17,2026-08-20
3077,3555,2024-05-20,Incendio ed elementi naturali,,Umbria,11475.23,11053.0,liquidato,2024-07-15,2024-07-21,2024-07-28
3078,1765,2024-06-17,Incendio ed elementi naturali,,Piemonte,5368.42,4782.2,liquidato,2024-07-08,2024-07-20,2024-07-30
3079,2917,2025-08-11,Altri danni ai beni,,Trentino-Alto Adige,1801.91,1619.7,liquidato,2025-09-01,2025-09-18,2025-09-22
3080,2289,2026-07-20,Corpi di veicoli terrestri,,Sicilia,200,,respinto,,,
3081,2670,2026-01-14,Corpi di veicoli terrestri,,Valle d'Aosta,2991.01,2438.62,liquidato,2026-02-24,2026-03-12,2026-03-21
