id_polizza,id_cliente,id_tipo_polizza,premio_annuo,data_decorrenza,data_scadenza
1124,2186,3,203.74,2025-02-10,2026-02-10
1125,20,13,146.7,2023-07-01,2024-06-30
1126,1876,7,98.65,2025-12-02,2026-12-02
1127,2964,11,426.86,2024-07-17,2025-07-17
1128,2508,3,184.96,2024-11-22,2025-11-22
1129,701,7,68.41,2025-06-28,2026-06-28
1130,1355,3,271.84,2026-02-16,2027-02-16
1131,749,8,97.58,2024-10-11,2025-10-11
1132,1808,12,120.05,2023-08-27,2024-08-26
1133,233,13,147.16,2023-05-26,2024-05-25
1134,1026,11,405.8,2025-11-13,2026-11-13
1135,2738,7,95.12,2023-06-06,2024-06-05
1136,2363,9,604.72,2024-03-05,2025-03-05
1137,2700,11,573.2,2024-07-17,2025-07-17
1138,2179,1,246.43,2023-10-30,2024-10-29
1139,1715,7,83.03,2025-10-11,2026-10-11
1140,550,2,272.66,2024-08-30,2025-08-30
1141,672,13,159.22,2026-01-27,2027-01-27
1142,2942,12,136.49,2024-07-31,2025-07-31
1143,2798,8,79.71,2026-03-02,2025-03-02
1144,715,12,151.65,2023-08-01,2024-07-31
1145,2244,8,100.05,2024-01-05,2025-01-04
1146,1761,2,194.25,2024-11-19,2025-11-19
1147,1112,7,89.35,2024-01-06,2025-01-05
1148,1753,13,103.53,2026-01-14,2027-01-14
1149,1928,8,106.6,2025-11-16,2026-11-16
1150,1852,7,104.9,2023-01-09,2024-01-09
1151,2501,6,222.54,2024-03-12,2025-03-12
1152,14,8,127.46,2025-07-18,2026-07-18
1153,263,12,124.74,2024-05-25,2025-05-25
1154,112,1,286.03,2025-12-17,2026-12-17
1155,1207,11,326.82,2024-12-16,2025-12-16
1156,287,8,89.26,2025-04-03,2026-04-03
1157,542,4,171.09,2025-08-11,2026-08-11
1158,1716,8,64.98,2024-10-09,2025-10-09
1159,419,9,364.13,2023-09-25,2024-09-24
1160,1227,4,148.51,2025-06-20,2026-06-20
1161,722,9,340.18,2026-07-25,2027-07-25
1162,1165,8,77.98,2024-12-22,2025-12-22
1163,257,1,240.51,2024-03-05,2025-03-05
1164,59,11,476.01,2026-02-15,2027-02-15
1165,2211,2,241.45,2024-10-15,2025-10-15
1166,1224,8,111.21,2025-02-10,2026-02-10
1167,1774,8,69.53,2023-02-28,2024-02-28
1168,2257,12,115.25,2023-06-05,2024-06-04
1169,2715,13,112.17,2023-03-26,2024-03-25
1170,1295,13,96.68,2026-05-25,2027-05-25
1171,1271,6,175.36,2023-11-17,2024-11-16
1172,2182,8,85.55,2024-11-03,2025-11-03
1173,994,3,215.55,2023-12-10,2024-12-09
1174,2214,13,166.68,2023-12-10,2024-12-09
1175,653,1,294.17,2025-02-20,2026-02-20
1176,1201,5,179.82,2025-09-11,2026-09-11
1177,558,11,445.36,2024-11-23,2025-11-23
1178,590,13,116.4,2023-03-01,2024-02-29
1179,613,3,284.5,2025-09-16,2026-09-16
1180,928,8,98.49,2023-01-15,2024-01-15
1181,2728,12,127.5,2024-06-28,2025-06-28
1182,1422,8,78.26,2025-05-20,2026-05-20
1183,2664,5,188.17,2023-03-16,2024-03-15
1184,1355,5,190.17,2026-04-11,2027-04-11
1185,250,5,125.17,2026-07-26,2027-07-26
1186,519,6,235.84,2025-07-06,2026-07-06
1187,93,7,157.08,2023-03-27,2024-03-26
1188,625,8,94.11,2025-04-20,2026-04-20
1189,2976,6,192.98,2025-07-27,2026-07-27
1190,1201,1,211.53,2026-02-16,2027-02-16
1191,284,8,77.27,2024-08-07,2025-08-07
1192,2642,9,339.11,2024-12-04,2025-12-04
1193,42,8,86.23,2024-06-25,2025-06-25
1194,1767,11,487.64,2024-01-19,2025-01-18
1195,2555,3,215.43,2026-01-19,2027-01-19
1196,1443,13,163.98,2025-06-15,2026-06-15
1197,2701,9,285.62,2026-06-13,2027-06-13
1198,1282,13,207.48,2025-05-13,2026-05-13
1199,2000,9,431.25,2026-05-02,2027-05-02
1200,243,1,309.86,2023-04-07,2024-04-06
1201,1004,12,165.24,2024-05-09,2025-05-09
1202,2067,9,378.06,2025-02-08,2026-02-08
1203,917,5,125.81,2026-07-03,2027-07-03
1204,2246,1,246.83,2023-02-04,2024-02-04
1205,1500,4,127.26,2024-02-09,2025-02-08
1206,1878,1,268.14,2025-07-10,2026-07-10
1207,2096,9,550.3,2025-02-19,2026-02-19
1208,1768,13,153.01,2026-04-05,2027-04-05
1209,1212,8,88.97,2024-12-03,2025-12-03
1210,1520,7,83.65,2024-10-25,2025-10-25
1211,984,9,549.1,2026-07-17,2027-07-17
1212,470,8,112.4,2024-08-09,2025-08-09
1213,2291,6,160.75,2023-11-25,2024-11-24
1214,537,7,107.08,2023-05-07,2024-05-06
1215,2740,12,196.21,2023-06-02,2024-06-01
1216,1284,1,212.72,2024-01-14,2025-01-13
1217,1533,10,489.73,2024-10-16,2025-10-16
1218,838,3,213.14,2026-07-15,2027-07-15
1219,2552,8,77.08,2025-11-16,2026-11-16
1220,2241,5,255.5,2024-01-22,2025-01-21
1221,1485,4,188.65,2023-07-07,2024-07-06
1222,3023,8,67.59,2023-12-21,2024-12-20
1223,3166,9,340.91,2023-02-15,2024-02-15
1224,370,6,198.22,2026-02-03,2027-02-03
1225,1482,5,161.15,2024-10-11,2025-10-11
1226,251,2,269.97,2025-09-06,2026-09-06
1227,1036,1,282.54,2024-04-29,2025-04-29
1228,1331,8,53.73,2026-02-07,2027-02-07
1229,357,1,240.12,2024-04-22,2025-04-22
1230,2058,8,78.66,2024-03-14,2025-03-14
1231,2809,13,191.13,2025-08-03,2026-08-03
1232,1704,1,235.23,2024-08-17,2025-08-17
1233,476,1,268.46,2023-12-05,2024-12-04
1234,2851,6,126.61,2024-04-03,2025-04-03
1235,1188,13,197.73,2023-11-30,2024-11-29
1236,2468,3,252.38,2025-12-17,2026-12-17
1237,2370,11,456.22,2025-01-08,2026-01-08
1238,480,12,139.96,2026-04-23,2027-04-23
1239,632,3,219.91,2024-10-19,2025-10-19
1240,2301,4,171.82,2023-11-07,2024-11-06
1241,1766,10,265.78,2024-09-07,2025-09-07
1242,2915,2,296.92,2024-03-21,2025-03-21
1243,2307,3,204.77,2025-11-02,2026-11-02
1244,1963,7,103.94,2023-03-03,2024-03-02
1245,2959,4,123.56,2024-05-24,2025-05-24
1246,1080,13,175.08,2025-10-06,2026-10-06
1247,2127,10,373.3,2025-10-12,2026-10-12
1248,3077,5,237.09,2025-07-29,2026-07-29
1249,309,11,391.31,2025-03-18,2026-03-18
1250,803,11,426.09,2023-06-07,2024-06-06
1251,2752,2,279.92,2025-06-19,2026-06-19
1252,127,6,191.56,2024-02-26,2025-02-25
1253,1635,9,504.28,2026-05-01,2027-05-01
1254,1650,13,124.62,2026-05-23,2027-05-23
1255,2932,4,158.41,2025-08-02,2026-08-02
1256,2020,3,277.55,2025-12-06,2026-12-06
1257,109,13,201.83,2023-05-15,2024-05-14
1258,199,13,119.69,2024-01-09,2025-01-08
1259,883,2,198.48,2025-12-30,2026-12-30
1260,1201,7,81.71,2023-12-17,2024-12-16
1261,1373,12,144.18,2025-10-06,2026-10-06
1262,2149,7,88.3,2026-02-01,2027-02-01
1263,3043,8,76.09,2023-08-19,2024-08-18
1264,3152,3,236.84,2023-02-19,2024-02-19
1265,1274,12,212.13,2024-04-26,2025-04-26
1266,2223,12,123.97,2025-09-28,2026-09-28
1267,2305,4,287.59,2026-12-25,2025-12-25
1268,1058,5,157.25,2025-01-15,2026-01-15
1269,1693,10,414.52,2025-09-09,2026-09-09
1270,1089,2,190.82,2023-06-30,2024-06-29
1271,1640,4,149.09,2024-12-07,2025-12-07
1272,2356,10,397.97,2023-09-07,2024-09-06
1273,2103,7,64.86,2023-08-16,2024-08-15
1274,1104,7,105.78,2024-01-01,2024-12-31
1275,2895,7,73.98,2023-05-21,2024-05-20
1276,2208,9,406.4,2025-03-02,2026-03-02
1277,813,9,338.9,2026-05-29,2027-05-29
1278,3066,2,218.16,2026-07-15,2027-07-15
1279,1437,7,99.86,2025-10-22,2026-10-22
1280,1556,13,134.74,2024-04-19,2025-04-19
1281,367,7,66.2,2024-07-12,2025-07-12
1282,1290,8,84.62,2024-12-26,2025-12-26
1283,1737,1,221.07,2023-01-15,2024-01-15
1284,380,13,143.01,2023-10-09,2024-10-08
1285,3177,4,171.22,2025-02-09,2026-02-09
1286,1932,7,80.56,2025-06-30,2026-06-30
1287,851,11,386.55,2025-01-22,2026-01-22
1288,227,13,163.25,2026-07-16,2027-07-16
1289,2399,5,147.11,2026-05-23,2027-05-23
1290,1665,7,84.26,2023-05-23,2024-05-22
1291,2840,7,58.85,2025-12-16,2026-12-16
1292,2302,7,93.56,2025-08-28,2026-08-28
1293,139,3,199.4,2025-09-24,2026-09-24
1294,1355,13,165.18,2023-09-12,2024-09-11
1295,743,13,92.05,2026-06-09,2027-06-09
1296,1753,13,93.37,2023-06-23,2024-06-22
1297,3079,11,478.23,2024-12-25,2025-12-25
1298,535,10,317.78,2023-01-16,2024-01-16
1299,460,11,405.94,2023-05-17,2024-05-16
1300,1831,5,141.27,2026-04-02,2027-04-02
1301,1166,7,90.59,2023-08-29,2024-08-28
1302,2915,6,225.94,2023-11-29,2024-11-28
1303,3000,13,131.07,2023-04-05,2024-04-04
1304,1823,2,313.4,2023-07-31,2024-07-30
1305,2917,13,153.18,2024-11-22,2025-11-22
1306,307,4,248.35,2026-03-05,2027-03-05
1307,1155,3,272.57,2024-08-13,2025-08-13
1308,2891,5,188.06,2023-11-03,2024-11-02
1309,2220,6,158.11,2023-12-13,2024-12-12
1310,1933,8,102.1,2026-03-21,2027-03-21
1311,511,4,200.31,2025-04-29,2026-04-29
1312,1550,8,106.44,2025-08-25,2026-08-25
1313,340,7,112.68,2023-05-13,2024-05-12
1314,1920,3,270.06,2026-05-02,2027-05-02
1315,2956,2,276.18,2023-09-05,2024-09-04
1316,1707,1,210.15,2025-04-01,2026-04-01
1317,1564,1,278.95,2025-10-30,2026-10-30
1318,3106,13,132.69,2024-09-13,2025-09-13
1319,3144,8,89.86,2025-11-23,2026-11-23
1320,2669,7,67.28,2025-09-15,2026-09-15
1321,2292,10,361.01,2025-08-18,2026-08-18
1322,496,5,210.33,2024-11-15,2025-11-15
1323,643,3,193.28,2026-02-10,2027-02-10
1324,2256,4,133.94,2026-03-16,2027-03-16
1325,248,13,204.7,2025-04-23,2026-04-23
1326,608,13,127.1,2024-02-21,2025-02-20
1327,881,13,127.36,2025-04-19,2026-04-19
1328,3105,12,155.1,2023-01-03,2024-01-03
1329,774,9,498.7,2026-04-30,2027-04-30
1330,87,9,421.14,2025-09-25,2026-09-25
1331,249,13,114.82,2025-06-09,2026-06-09
1332,2376,4,142.88,2023-03-13,2024-03-12
1333,2109,5,166.31,2026-05-01,2027-05-01
1334,2848,10,395.21,2026-01-12,2027-01-12
1335,1677,6,125.17,2023-05-02,2024-05-01
1336,1174,8,86.27,2025-06-23,2026-06-23
1337,1929,10,484.49,2023-07-03,2024-07-02
1338,2089,6,191.38,2026-04-15,2027-04-15
1339,1953,13,121.55,2023-03-24,2024-03-23
1340,1368,4,125.47,2025-06-14,2026-06-14
1341,1627,12,188.88,2023-09-14,2024-09-13
1342,1594,8,67.17,2025-01-30,2026-01-30
1343,913,4,185.8,2023-03-09,2024-03-08
1344,1891,7,89.61,2024-04-10,2025-04-10
1345,1773,13,88.33,2023-11-01,2024-10-31
1346,1638,10,358.93,2024-12-02,2025-12-02
1347,820,11,445.58,2023-02-20,2024-02-20
1348,1468,5,192.61,2025-04-15,2026-04-15
1349,856,4,161.95,2024-04-17,2025-04-17
1350,1057,4,173.51,2024-12-27,2025-12-27
1351,653,12,144.64,2024-03-24,2025-03-24
1352,724,5,190.29,2024-03-01,2025-03-01
1353,955,6,219.25,2024-04-18,2023-04-19
1354,2839,13,115.91,2024-03-01,2025-03-01
1355,140,6,175.65,2024-07-01,2025-07-01
1356,956,6,147.93,2026-07-07,2027-07-07
1357,2108,6,158.75,2025-03-27,2026-03-27
1358,338,5,135.57,2026-01-26,2027-01-26
1359,52,8,90.07,2023-07-26,2024-07-25
1360,2912,7,82.39,2025-05-12,2026-05-12
1361,1580,12,130.23,2026-07-09,2027-07-09
1362,1514,8,79.15,2023-10-23,2024-10-22
1363,2005,12,144.55,2023-11-19,2024-11-18
1364,124,7,87.09,2026-07-12,2027-07-12
1365,812,13,127.25,2025-01-12,2026-01-12
1366,1078,6,204.72,2024-03-13,2025-03-13
1367,2344,1,265.28,2026-06-10,2027-06-10
1368,1920,12,141.55,2023-06-14,2024-06-13
1369,94,4,139.88,2025-11-10,2026-11-10
1370,2383,10,468.81,2023-06-15,2024-06-14
1371,2980,1,289.82,2025-03-22,2026-03-22
1372,3017,13,157.77,2023-03-17,2024-03-16
1373,1875,5,138.1,2025-08-22,2026-08-22
1374,1220,13,176.96,2026-02-19,2027-02-19
1375,2967,12,149.63,2023-01-02,2024-01-02
1376,1372,5,157.37,2025-08-19,2026-08-19
1377,626,2,243.34,2025-03-31,2026-03-31
1378,2774,10,330.41,2025-04-29,2026-04-29
1379,2473,8,163.35,2025-08-14,2024-08-14
1380,2279,13,130.66,2024-08-08,2025-08-08
1381,1784,7,59.13,2023-04-30,2024-04-29
1382,890,1,225.59,2024-07-05,2023-07-06
1383,600,9,386.64,2025-02-09,2026-02-09
1384,3043,5,175.43,2025-08-02,2026-08-02
1385,2886,4,195.65,2024-02-23,2025-02-22
1386,2069,10,366.21,2026-05-10,2027-05-10
1387,1746,9,666.01,2026-04-03,2027-04-03
1388,2471,2,239.67,2025-06-01,2026-06-01
1389,2979,3,233.62,2023-11-12,2024-11-11
1390,1247,11,430.99,2026-07-10,2027-07-10
1391,2722,11,460.2,2025-01-13,2026-01-13
1392,1145,2,314.24,2023-04-30,2024-04-29
1393,2525,3,229.81,2023-07-18,2024-07-17
1394,1199,7,78.5,2024-12-17,2025-12-17
1395,1012,8,87.51,2026-03-22,2027-03-22
1396,1045,9,381.43,2024-04-23,2025-04-23
1397,3147,12,194.33,2024-10-28,2025-10-28
1398,2346,3,253.6,2025-06-13,2026-06-13
1399,360,12,112.55,2024-09-12,2025-09-12
1400,1813,3,240.65,2026-01-10,2027-01-10
1401,1823,7,122.62,2024-12-27,2025-12-27
1402,1652,13,131.41,2025-10-27,2026-10-27
1403,647,7,56.85,2023-04-03,2024-04-02
1404,2338,13,92.92,2026-05-30,2027-05-30
1405,678,7,64.42,2024-04-20,2025-04-20
1406,2165,11,506.3,2023-08-18,2024-08-17
1407,419,8,72.09,2024-04-26,2025-04-26
1408,261,3,213.42,2024-03-05,2025-03-05
1409,1272,11,449.19,2026-05-24,2025-05-24
1410,1228,12,90.57,2025-04-04,2026-04-04
1411,1132,10,435.43,2026-04-08,2027-04-08
1412,3038,2,153.72,2023-12-30,2024-12-29
1413,1385,1,345.14,2025-04-09,2026-04-09
1414,1439,13,146.11,2023-05-24,2024-05-23
1415,2617,1,379.94,2024-09-11,2025-09-11
1416,2135,12,97.15,2025-02-02,2026-02-02
1417,2228,11,519.29,2026-04-01,2025-04-01
1418,916,13,121.02,2023-01-01,2024-01-01
1419,107,6,217.93,2025-09-13,2026-09-13
1420,2125,1,224.44,2023-03-05,2024-03-04
1421,1206,8,59.61,2026-01-14,2027-01-14
1422,1536,12,96.5,2023-07-05,2024-07-04
1423,2489,12,160.37,2025-04-01,2026-04-01
1424,2966,7,98.92,2024-11-19,2025-11-19
1425,389,12,167.82,2026-03-26,2027-03-26
1426,1795,3,230.36,2025-10-05,2026-10-05
1427,32,12,150.46,2026-06-03,2027-06-03
1428,2448,6,166.53,2026-02-17,2027-02-17
1429,1498,2,316.29,2023-07-27,2024-07-26
1430,343,6,136.83,2023-10-15,2024-10-14
1431,798,8,75.11,2023-10-04,2024-10-03
1432,3161,7,90.65,2024-03-12,2025-03-12
1433,2770,2,319.88,2025-12-05,2026-12-05
1434,1579,6,154.09,2027-01-12,2026-01-12
1435,1637,1,423.02,2024-01-07,2025-01-06
1436,3034,6,127.16,2024-04-15,2025-04-15
1437,1591,13,198.26,2025-05-29,2026-05-29
1438,2760,1,206.59,2026-02-09,2027-02-09
1439,2635,3,153.76,2023-09-06,2024-09-05
1440,540,6,176.38,2026-05-31,2027-05-31
1441,802,1,289.08,2026-04-10,2027-04-10
1442,2081,11,491.31,2023-10-05,2024-10-04
1443,618,4,186.59,2024-11-29,2025-11-29
1444,2274,12,131.56,2026-04-08,2027-04-08
1445,2594,3,432.83,2026-01-26,2027-01-26
1446,1181,7,65.5,2023-07-02,2024-07-01
1447,3091,1,253.67,2023-01-13,2024-01-13
1448,1659,7,127.39,2026-02-14,2027-02-14
1449,1037,8,105.01,2026-01-13,2027-01-13
1450,2834,13,163.44,2024-06-09,2025-06-09
1451,3173,12,105.91,2026-02-28,2027-02-28
1452,1149,13,84.32,2026-04-07,2025-04-07
1453,2786,7,89.54,2023-09-27,2024-09-26
1454,1871,8,93.5,2026-05-01,2027-05-01
1455,2803,13,154.35,2023-03-25,2024-03-24
1456,581,13,114.23,2023-10-21,2024-10-20
1457,2695,2,272.11,2025-07-19,2026-07-19
1458,2665,10,299.14,2024-01-26,2025-01-25
1459,2569,13,169.5,2025-03-10,2026-03-10
1460,2460,7,70.12,2025-03-11,2026-03-11
1461,1171,9,420.05,2026-07-14,2027-07-14
1462,1923,8,104.54,2024-10-17,2025-10-17
1463,59,6,168.54,2026-05-31,2027-05-31
1464,1590,1,348.59,2025-03-03,2026-03-03
1465,2946,13,133.32,2024-01-24,2025-01-23
1466,2139,5,152.92,2025-03-30,2026-03-30
1467,2436,10,635.77,2023-09-13,2024-09-12
1468,1551,5,194.0,2024-08-27,2025-08-27
1469,258,8,115.0,2024-02-27,2025-02-26
1470,605,7,80.86,2024-02-20,2025-02-19
1471,1400,9,501.6,2024-10-19,2025-10-19
1472,2141,13,160.28,2023-05-09,2024-05-08
1473,443,7,65.4,2024-11-03,2023-11-04
1474,1475,5,206.94,2023-06-29,2024-06-28
1475,488,13,126.23,2026-04-27,2025-04-27
1476,2510,12,166.4,2023-11-02,2024-11-01
1477,520,1,286.63,2023-10-28,2024-10-27
1478,2371,8,104.51,2024-04-08,2025-04-08
1479,1136,2,215.95,2026-01-07,2027-01-07
1480,1989,12,105.6,2024-02-08,2025-02-07
1481,2602,10,323.37,2026-01-19,2027-01-19
1482,1245,1,176.77,2023-08-24,2024-08-23
1483,2175,4,119.13,2025-10-04,2026-10-04
1484,2318,12,143.61,2023-02-01,2024-02-01
1485,2790,13,94.78,2024-09-28,2025-09-28
1486,1673,8,65.0,2026-06-16,2027-06-16
1487,1783,6,165.25,2025-10-29,2026-10-29
1488,1157,7,94.12,2024-09-07,2025-09-07
1489,2184,4,140.13,2025-10-08,2026-10-08
1490,611,8,68.64,2024-01-16,2025-01-15
1491,1319,5,149.13,2025-08-12,2026-08-12
1492,2784,12,109.59,2024-11-09,2025-11-09
1493,1023,8,81.85,2026-02-08,2027-02-08
1494,765,13,88.75,2024-06-20,2025-06-20
1495,1937,10,511.41,2023-04-01,2024-03-31
1496,2214,13,180.44,2025-10-22,2026-10-22
1497,2962,4,196.27,2024-10-03,2025-10-03
1498,2802,6,189.37,2026-02-11,2027-02-11
1499,777,2,266.47,2023-10-07,2024-10-06
1500,391,2,271.82,2023-06-18,2024-06-17
1501,1079,4,202.69,2024-09-06,2023-09-07
1502,1588,2,272.65,2024-12-29,2025-12-29
1503,2448,10,433.88,2025-08-02,2026-08-02
1504,839,4,167.64,2026-06-08,2027-06-08
1505,397,3,200.89,2024-04-09,2025-04-09
1506,996,8,102.11,2025-06-04,2026-06-04
1507,1915,1,188.94,2023-04-04,2024-04-03
1508,2594,7,132.95,2026-05-13,2027-05-13
1509,1493,13,198.59,2025-04-26,2026-04-26
1510,3006,12,136.05,2025-09-02,2026-09-02
1511,220,4,158.47,2026-04-24,2027-04-24
1512,2487,7,122.68,2024-03-25,2025-03-25
1513,2012,7,101.18,2024-03-07,2025-03-07
1514,657,4,159.06,2026-05-18,2027-05-18
1515,2281,2,217.98,2025-07-11,2026-07-11
1516,482,7,93.49,2026-02-11,2027-02-11
1517,1884,11,467.56,2025-06-07,2024-06-07
1518,74,5,168.39,2024-12-24,2025-12-24
1519,16,10,492.71,2023-10-13,2024-10-12
1520,2252,4,197.15,2024-01-06,2025-01-05
1521,2642,12,93.69,2024-03-11,2025-03-11
1522,2063,11,416.53,2026-02-11,2027-02-11
1523,3124,9,358.1,2024-03-17,2025-03-17
1524,810,2,226.05,2025-01-07,2026-01-07
1525,1765,12,154.48,2023-03-17,2024-03-16
1526,1643,9,633.98,2026-01-17,2027-01-17
1527,949,1,161.15,2024-06-25,2025-06-25
1528,1393,13,129.66,2026-02-25,2027-02-25
1529,2134,8,61.3,2023-11-12,2024-11-11
1530,743,1,202.22,2024-04-26,2025-04-26
1531,2795,2,301.05,2023-02-08,2024-02-08
1532,2910,5,202.68,2025-12-19,2026-12-19
1533,2824,11,372.38,2024-12-17,2025-12-17
1534,3024,13,150.0,2024-06-12,2025-06-12
1535,2551,5,160.78,2024-02-09,2025-02-08
1536,855,9,536.1,2025-03-17,2026-03-17
1537,2034,5,163.93,2025-05-25,2026-05-25
1538,1951,10,494.98,2025-01-09,2026-01-09
1539,1742,1,228.34,2024-09-24,2025-09-24
1540,1053,12,147.66,2024-03-26,2025-03-26
1541,2275,3,261.49,2024-09-01,2025-09-01
1542,2013,4,149.07,2027-05-27,2026-05-27
1543,2008,9,448.37,2023-02-26,2024-02-26
1544,308,1,412.08,2024-11-15,2025-11-15
1545,1,8,78.16,2024-02-12,2025-02-11
1546,1029,11,336.05,2023-06-02,2024-06-01
1547,2397,12,125.73,2025-12-10,2026-12-10
1548,399,10,423.06,2027-05-25,2026-05-25
1549,2576,12,146.65,2025-09-12,2026-09-12
1550,2710,2,189.18,2026-03-18,2027-03-18
1551,2730,5,163.33,2023-03-16,2024-03-15
1552,1616,1,305.19,2024-02-01,2025-01-31
1553,1771,7,78.2,2023-04-28,2024-04-27
1554,1585,13,116.95,2024-06-30,2025-06-30
1555,2542,9,482.56,2026-08-15,2027-08-15
1556,2794,11,433.45,2025-09-28,2026-09-28
1557,486,3,374.9,2026-06-20,2027-06-20
1558,1911,9,504.47,2024-01-10,2025-01-09
1559,1695,3,254.59,2024-11-27,2025-11-27
1560,2261,13,140.37,2023-03-13,2024-03-12
1561,2146,8,80.33,2024-12-11,2025-12-11
1562,1962,13,130.9,2024-02-03,2025-02-02
1563,1683,8,140.85,2023-04-15,2024-04-14
1564,823,5,124.55,2025-10-06,2026-10-06
1565,3135,8,104.01,2024-06-24,2025-06-24
1566,2123,11,470.3,2025-02-27,2026-02-27
1567,2390,8,134.94,2024-12-15,2025-12-15
1568,2574,5,169.56,2024-06-01,2025-06-01
1569,2654,3,415.98,2024-06-02,2025-06-02
1570,1494,5,156.57,2026-05-14,2027-05-14
1571,2291,8,79.5,2024-04-09,2025-04-09
1572,1060,7,77.25,2024-12-16,2025-12-16
1573,134,11,372.57,2024-04-15,2025-04-15
1574,814,13,167.61,2026-04-03,2027-04-03
1575,2956,12,131.14,2026-05-15,2027-05-15
1576,3033,12,191.42,2024-07-20,2025-07-20
1577,120,9,410.68,2023-04-24,2024-04-23
1578,1126,2,197.73,2025-03-02,2026-03-02
1579,2894,7,83.81,2023-04-04,2024-04-03
1580,579,10,540.54,2025-12-27,2026-12-27
1581,2382,9,342.01,2024-08-19,2025-08-19
1582,1914,8,76.4,2025-03-18,2026-03-18
1583,3054,1,208.45,2023-10-07,2024-10-06
1584,806,13,128.0,2024-11-18,2025-11-18
1585,220,13,143.18,2023-05-23,2024-05-22
1586,364,1,227.35,2025-06-12,2026-06-12
1587,2185,3,202.27,2024-11-02,2025-11-02
1588,1225,13,111.0,2025-08-03,2026-08-03
1589,2597,9,428.2,2024-04-28,2025-04-28
1590,89,9,329.41,2024-03-16,2025-03-16
1591,1832,8,93.8,2025-08-26,2026-08-26
1592,862,7,79.72,2024-12-05,2025-12-05
1593,3148,5,139.5,2025-08-15,2026-08-15
1594,1653,13,119.13,2025-08-21,2026-08-21
1595,349,12,160.18,2026-05-13,2027-05-13
1596,2945,9,463.13,2026-03-13,2027-03-13
1597,769,10,348.7,2026-05-10,2027-05-10
1598,2134,7,68.98,2024-02-29,2025-02-28
1599,1018,10,421.88,2026-07-02,2025-07-02
1600,2841,12,221.61,2023-05-16,2024-05-15
1601,2573,11,298.92,2023-03-03,2024-03-02
1602,1095,2,150.94,2025-07-20,2026-07-20
1603,3119,13,129.38,2024-07-04,2025-07-04
1604,804,1,239.45,2024-12-20,2025-12-20
1605,1773,8,68.77,2023-01-15,2024-01-15
1606,1075,12,170.98,2025-11-18,2026-11-18
1607,41,4,193.08,2026-02-08,2027-02-08
1608,2073,6,182.26,2024-06-08,2025-06-08
1609,339,10,397.93,2024-10-28,2025-10-28
1610,2059,8,109.96,2023-03-27,2024-03-26
1611,2700,13,201.4,2026-04-18,2027-04-18
1612,819,6,150.47,2026-07-06,2027-07-06
1613,1785,3,307.45,2023-11-13,2024-11-12
1614,2560,1,249.78,2023-11-22,2024-11-21
1615,2659,1,318.74,2026-05-09,2027-05-09
1616,1648,9,392.79,2026-05-14,2027-05-14
1617,677,5,181.75,2025-03-29,2026-03-29
1618,14,4,280.13,2026-08-09,2027-08-09
1619,1447,7,89.62,2025-08-06,2026-08-06
1620,670,1,218.51,2026-07-10,2027-07-10
1621,881,3,268.14,2025-10-30,2024-10-30
1622,1197,4,150.04,2025-12-24,2026-12-24
1623,160,11,273.54,2023-04-24,2024-04-23
1624,510,3,205.29,2023-04-25,2024-04-24
1625,1420,8,86.97,2024-03-21,2025-03-21
1626,1471,10,463.22,2024-02-23,2025-02-22
1627,2153,5,174.55,2024-11-05,2025-11-05
1628,1342,6,209.39,2025-02-06,2026-02-06
1629,2195,5,142.7,2024-01-20,2025-01-19
1630,566,10,777.72,2026-04-16,2027-04-16
1631,404,13,172.87,2025-01-12,2026-01-12
1632,1913,11,456.89,2023-06-12,2024-06-11
1633,1387,12,202.96,2025-11-17,2026-11-17
1634,1734,13,173.24,2024-06-20,2025-06-20
1635,1858,9,569.67,2025-11-24,2024-11-24
1636,2903,8,90.19,2023-08-24,2024-08-23
1637,1333,3,223.18,2024-06-06,2025-06-06
1638,2916,7,62.98,2024-11-11,2025-11-11
1639,1692,13,111.51,2024-12-22,2025-12-22
1640,3169,5,279.77,2025-11-07,2026-11-07
1641,254,12,121.23,2025-07-03,2026-07-03
1642,1351,8,125.85,2025-07-14,2026-07-14
1643,2020,8,96.49,2024-01-04,2025-01-03
1644,2901,1,215.27,2025-07-05,2026-07-05
1645,1182,12,138.36,2025-08-20,2026-08-20
1646,70,9,600.19,2024-11-08,2025-11-08
1647,2457,8,80.27,2025-05-02,2026-05-02
1648,1087,2,269.79,2024-02-09,2025-02-08
1649,1397,11,400.61,2023-08-29,2024-08-28
1650,1492,12,119.53,2023-03-03,2024-03-02
1651,3181,10,409.0,2026-07-02,2027-07-02
1652,86,10,273.28,2023-11-14,2024-11-13
1653,627,9,484.89,2025-03-24,2026-03-24
1654,258,8,114.89,2026-07-09,2027-07-09
1655,423,11,496.74,2023-04-25,2024-04-24
1656,1494,7,86.19,2024-12-24,2025-12-24
1657,1378,8,81.4,2023-09-09,2024-09-08
1658,2287,4,273.57,2025-09-17,2026-09-17
1659,3131,10,359.44,2026-02-21,2027-02-21
1660,2510,7,107.5,2026-04-03,2027-04-03
1661,2060,11,367.85,2024-02-16,2025-02-15
1662,364,8,83.25,2026-02-19,2027-02-19
1663,650,3,275.34,2025-07-24,2026-07-24
1664,914,11,451.65,2023-04-05,2024-04-04
1665,2524,4,204.85,2025-05-10,2026-05-10
